helpfulVotes,id,reviewDate,publishedPlatform,rating,text,title,travelDate,tripType,username,userLocation,state,country,computed_sentiment
20,727940244,2019-11-21,OTHER,4,"Two years ago, I led a bus load of residents to this attraction for a fun and enjoyable night. This time I was tasked with the same assignment and I thought it would be very boring and monotonous to see the same old things again. 

As in previous year, we booked the entire Universal Studio for our residents from 6 pm to 11.30 pm. It was school holiday and the response to the ticket sale was overwhelming. All 3000 tickets were completely sold despite the fact that they came here 2 years ago and despite the fact that the price of one admission ticket has increased from $20/- to $30/-. 

About 70 buses were chartered to ferry the residents from the community center to the attraction. But the discounted ticket came with a price. It is just for a short few hours duration and few of the food outlets and play stations had closed. 

The Madagascar A Crate Adventure was not open 2 years ago but this time we were lucky to jump into the boat rides and almost got ourselves wet by the raining water.  The captivating and stunning water world performances appeared to me repetitive but I was attracted to a  photo studio where you can choose to put on few of the Korean costumes on display and be photographed. It was fun attired in baggy and brightly colored Korean costumes with my bus `mistresses' in a superimposed beautiful Korean scenery in the background. 

Unlike 2 years ago where I roamed in solo, this time I decided to walk around with my group of grassroots members. Knowing that the price of the food here is exorbitant, the 10 of us decided to combine all our individual food vouchers and bought for ourselves a big chicken pizza to share.  It was a good idea and everyone enjoyed the `sumptuous' feat of pizza while we laughed and talked happily at the table. 

Once stomach filled, we proceeded to have some fun with the ride at Sesame Street and watched a spectacular street hip hop dance near the corner. The pulsating music uplifted my spirit  and I almost danced with them. I was attracted to the twirling and whirling Accelerator but a warning risk signage dampened my excitement. I felt regret not participating in the thrill. We wanted to try the Transformers but was discouraged by the 20 minutes queue. 

We strolled around for a while and took some group photos with some of the cartoon characters before realizing that it was time to stand-by at the departing bus pick-up points for residents.

It was a short time spent but it was something different from the last time I came. The attraction seem small but there are many hidden treasures for you to explore. This time I felt happy to be in the company of my members as we explored the place. The last time I went on a solo rushing from one ride to another. 

Enjoy as a group and treasure that social connection. There is always something refreshing something new in this wonderland.","Always refreshing, Always something new",2019-11-01,NONE,SOH KIEN PENG,"Singapore, Singapore",Singapore,Singapore,1
2,727824815,2019-11-20,MOBILE,5,Really enjoyed Universal Studios Singapore. My only suggestion is to pay the extra $40 and get the ‘skip the queue’ tickets. It’s worth it!,Purchase ‘slip the queue’ tickets.,2019-11-01,NONE,Billy,"Sydney, Australia",Sydney,Australia,1
4,727645468,2019-11-19,OTHER,4,この園内に２つ大きなジェットコースターがあるのだが、本当に怖い。天地がひっくり返るような感覚に襲われる。待ち時間はどちらもだいたい20分くらい。,恐怖のジェットコースター,2019-10-01,SOLO,Kei Wilson,,,,1
2,727571214,2019-11-19,OTHER,4,"Been to Universal in the states & this  may be smaller but still lots to do, very warm as you can imagine but loads of places to pop in that have great air conditioning, tickets quite pricey but not unexpected but worth a visit especially for the younger ones.",Great day out,2019-10-01,NONE,Tony P,"London, United Kingdom",London,United Kingdom,1
2,727399527,2019-11-18,OTHER,4,"We love this place and we have a season pass and we visit every month.
A few points that I would like to see improved and updated:
- vegan food options in general? Oasis Spice Cafe was friendly and good.
- Can the fountain be repaired at Sci-Fi city?
- Can New York's shopfronts be updated as some stuff has been sun damaged?
Incorporate more movie elements. (there is a Gotham reference but Batman is Warner? No?)
- Lights, camera, action: can the movie posters be updated please and give it a bit more sparkle. (at least give it a clean)
- There is a minion shop but no minion attraction? Minion fountain doesn't work either
- The lost world: great show! superb! 10/10! The decor is faded and props are poor. A few screens and a bit of sound goes a long way.
- Far Far Away: a small detail: I was expecting the ''Welcome to Duloc animation'' like in the movie. Shrek 4D and Donkey Live was great.
The enchanted airways: faded decor, could do with some screens and animation.
Puss in boots: great ride but what's up with the story line? Again, faded decor.
Madagascar: great decor and nice ride but could do with an animation upgrade.
Revenge of the mummy: superb overall. What a great decor, entrance has great atmosphere. A few of the animations didn't work during the ride.
Battlestar Galactica: Superb rides! But does anyone know actually the TV series? Is having a theme park not part of Universal Studios to promoted their franchises? 
Same with Jurassic Park rapid adventure: great ride but it needs updating as there are 5 movies in the franchise by now.
Overall, this is a great theme park. It's not gigantic, it's easy to get to and easy to escape. And yes there is a bit of luck involved with the express pass but overal it's worth the extra money.","Sure, this attraction could kept up to date and fresh ???",2019-10-01,NONE,Bruno The Vegan,"Singapore, Singapore",Singapore,Singapore,1
2,727293727,2019-11-18,MOBILE,5,"Love this place never disappoints. Once of the smaller universals compared to the USA but has its on good points not as hectic as the US parks. Smaller but less waits/ def recommend a fast pass if busy worth the money to skip the lines. A great park, great shows, friendly staff.",Amazing as always,2019-11-01,FRIENDS,TravelBugz777,"Perth, Australia",Perth,Australia,1
8,727173419,2019-11-17,MOBILE,5,"Красиво, масштабно - нам понравилось. Есть разные аттракционы и 2 американские горки, по сравнению например с Порт Авентура в Испании, то менее экстремальные. За 5 часов мы все обошли и получили заряд классного настроения. Что могу порекомендовать: 

1. На кассе по мимо входного билета взять билет, с которым вы будете проходить быстрее ( 50 дол. На человека ), так как реально он работает. Стоять по 40 минут на горку в жару - это сложно. Мы все проходили за 5 - 10 минут. 

2. Приехать к 10 открытию, толпа народа появляется после 12. 

3. На водную карусель в парке юрского периода, пойти без обуви и взять плащ, там его продают. Так как там полностью будете облиты водой, потом нам было не очень комфортно с мокрыми кроссовками ходить пол дня;(.  

Хорошо провести время!!!",Классное место,2019-11-01,COUPLES,Vitalina85,"Kyiv, Ukraine",Kyiv,Ukraine,1
2,727129618,2019-11-17,OTHER,4,Family had a great day here. Not the biggest but lots of fun here. My Grand daughter partied with the Madagascar penguins and Woody woodpecker. and had lunch at Mel diner near the 57 T Bird & John Milner 32 Ford coupe.She drove a old  model T to Egypt on the Pharaohs ride. The only thing is no back lot studio tram tour. But a very nice day here.( By the way the cost for a family of 3 is less than 1 admission to the U S parks ),Universal in Singapore,2019-11-01,NONE,TravelDeFamly,"Oakland, California",Oakland,California,1
2,727046737,2019-11-17,OTHER,5,Min mann og jeg besøkte parken under vårt opphold på Sentosa Island. Imponerende er vel egentlig det rette ordet. Her var det noe å gjøre for både ung og gammel. Verd et besøk.,Imponerende område,2019-11-01,NONE,Bente A,"Oslo, Norway",Oslo,Norway,1
2,726975000,2019-11-17,MOBILE,4,"I only gave the park a 4 because it is oriented to younger children and we are used to the universal studios properties that have a lot of roller coasters. 

Great for younger children.",Great park.,2018-12-01,FRIENDS,m h,"Las Vegas, Nevada",Las Vegas,Nevada,1
2,726942612,2019-11-16,MOBILE,5,"Kids pick and a ""must do"" while in Singapore or staying on Santosa Island,recommend the hopper pass if you aint a big fan queing up in 40 degree heat Hahahaaha",Universal happiness,2019-11-01,FAMILY,kokopopztasi,"Christchurch, New Zealand",Christchurch,New Zealand,1
2,726775298,2019-11-16,MOBILE,4,"I had a great day here but in truth I came away a little disappointed. The rides are fun, and with an express ticket (which is very expensive) I could jump the queues once for each ride. The transformers ride is something to experience! Same too for battlestar galactic, but some of the rides were lame, the food was beyond awful (and v expensive) and there was a severe lack of (working) fans or aircon at the ride queues, which to me is inexcusable. So was fun, but a mixed bag. The staff also seemed pretty clueless about what was going on for a large part of the time. Also note: getting out of Sentosa on an evening is a nightmare!",Good but not great,2019-11-01,COUPLES,AC_Wokas,"Singapore, Singapore",Singapore,Singapore,-1
