helpfulVotes,id,reviewDate,publishedPlatform,rating,text,title,travelDate,tripType,username,userLocation,state,country,sentiment
3,671489468,4/5/19,OTHER,4,セントーサ島にあるユニバーサルスタジオシンガポール。日本より一回り小さいので、乗りたいものは大体に乗れると思います。10時の開園時に1〜2個アトラクションに乗って、一度外に出て、他の観光をし、再入園で夕方ごろ行くと、あまり並ばないで、時間を有効に使えます。個人的には、ボルダリングができる場所があり、初体験でよかったです。,夕方が狙い目,1/5/19,FAMILY,magureboy,,,,-1
2,671409447,4/5/19,OTHER,5,"nous avon choisi ce parc ’ attraction à cause de notre amour pour le film . nous n'avons pa déçu . il beaucoup d'attractions et de manèges , peut prendre de photo avec un caractère charmant dans le film nous reviendrons certainement .",Grand fvoyage,1/4/19,COUPLES,WilletGrorcka,"Carcassonne, France",Carcassonne,France,1
2,671318117,4/5/19,MOBILE,5,luckily u checked review trip advisor every one said buy express pass- yep must ! ! ! unless want wait two hour heat good ride ! ’ massive park - 7 world catering small child ! big ride battle star galactica roller coaster ( 2 ) revenge mummy transformer ’ hot,Express pass is a MUST,1/5/19,FAMILY,lkamphuis,"Gold Coast, Australia",Gold Coast,Australia,1
1,671288664,3/5/19,MOBILE,4,"u young child , best part would visiting place . best thing kid would wanted , ride different . water world : must see show shrek 4d : must see mummy world roalercoster : loved suspense , n't ever miss . transformer : must go 2 huge roaler coaster : must go thing n't like , small way le ride .",Best in singapore,1/4/19,FAMILY,Vidit K,"Union Territory of Pondicherry, India",Union Territory of Pondicherry,India,1
1,672102924,3/5/19,MOBILE,3,新加坡的環球影城面積不大、避開節假日時遊客沒有很多，也不必一大早入園，午後入園的每個項目基本上排隊半小時左右就可以玩到，個別項目有單身快速通道。過山車沒有很高但有很多圈的旋轉！,小巧精緻的遊樂園,1/4/19,NONE,,,,,-1
1,671246948,3/5/19,MOBILE,4,"went universal studio monday seemed le crowded weekend . buy express pas however would useful majority ride . ride ok small universal studio park . perhaps 12-14 ride 4 easy get access standard pas . going weekend child , would buy express pas . park clean lot food option . lot shade shelter park would recommend ’ visit middle day . overall good experience .",An ok experience,1/4/19,COUPLES,Simon Lasscock,"Nicholls, Australia",Nicholls,Australia,1
2,671241768,3/5/19,MOBILE,4,"good fun u 8yo although transformer ride scary , loved . mummy ride great well waterworld show . 3 ride highlight u . n't try big coaster n't stomach . arrived right 10 strategy visit park anti clockwise . n't queue much ride ( max 20 min ) . tip young child go clockwise , n't go anti clockwise . n't eat universal- right outside malaysian street food hall get really tasty , cheap ( $ 10 ) meal .",Great fun!,1/4/19,NONE,Neisha D,"Sydney, Australia",Sydney,Australia,1
1,671155781,3/5/19,OTHER,1,"queue unbelievable . started madagascar queue 60-70 min ride 5 min cheap lack immagination . cheap decor zero effect aparts 2 splash water . next one jurrasic boat waiting almost 2h ride 5 min nothing exciting , water splash . con obligate pay extra . example mummy rollercoaster : buy locker can.t take rucsac waiting almost 2h 10 sgd per hour locker . rip . went peak huge queue everything . food verry terrible place accept cash . toilet disgusting . overall worst ever spent 75 dollar",A completebwaste of money. Very very bad,1/5/19,COUPLES,StefaniaSss,"Bucharest, Romania",Bucharest,Romania,1
1,671115215,3/5/19,MOBILE,3,"attraction long queue , even taken “ express ” pass . easily lost 20 minute express line ! attraction express pas ’ work ’ remember state affair orlando la . addition , hot stuffy singapore , line ’ air conditioning even lack ventilation sometimes . park smaller american one . , u park disappointed .",US parks are better,1/4/19,FAMILY,Alexey Antropov,"Moscow, Russia",Moscow,Russia,1
2,671102503,3/5/19,OTHER,5,"mostly great fun universal studio . though queue long , ride spectacular son aged 6 10 enjoyed . fun jurassic park transformer . even queued second round ride matter many time go , thrilling first . prepared get wet ride . shop good , wide range themed items.food limited pricey . need get early start theme become crowded .",Awesome rides,1/4/19,FAMILY,119shamin,"Pretoria, South Africa",Pretoria,South Africa,1
1,671082221,3/5/19,OTHER,4,knew open late entered late afternoon around 5pm n't crowded still quite warm stinking hot . opportunity young young heart . 's massively big fun .,Great fun with just the right entertainment,1/5/19,FAMILY,Lidia M,"Berwick, Australia",Berwick,Australia,1
1,671080067,3/5/19,MOBILE,3,second time visit theme park . thought monday good day visit . reached entrance 9.30 already long line entrance . finally entered park 10.15 trill ride full load ppls . managed play 4 ride 3 show totally plan . food drink expensive . meal easily cost sgd 14 drink least sgd 4. n't think visit place next 10 year .,Visited on monday but long q everywhere,1/5/19,FAMILY,datin_tan,"Penang Island, Malaysia",Penang Island,Malaysia,1
1,671859188,3/5/19,MOBILE,5,和朋友一起带他们的小朋友来，小孩子很喜欢，因为是假期排队人比较多。大黄蜂主题的3d电影很cool，感觉比迪士尼的效果好。但就是太热了，建议错过午后。,项目比较cool,1/5/19,FAMILY,,,,,-1
2,671048515,2/5/19,OTHER,5,"best thing pay extra express pass . hot stand long ques without .. wanted , went every ride wanted without que . also get pas , return hotel swim . also suggest much easier stay sentosa long ques monorail .",Lots of fun for both adults and kids.,1/4/19,FAMILY,Polyester,"Wellington, New Zealand",Wellington,New Zealand,1
1,671015959,2/5/19,OTHER,4,"mostly great fun . like attraction nature large queue , ride enjoyable . kid even lined second run couple . loved show , marilyn crew superb . minion gru especially fun get photo . food n't great , limited choice pricey . shop generally good , wide range themed item .",Fun day out,1/11/18,FAMILY,KiwiTravellers18,"Cambridge, New Zealand",Cambridge,New Zealand,1
3,671008511,2/5/19,MOBILE,2,"małe w stosunku tego w l - nudne ! ! ! takie trochę na sile ... wszystko ładnej zadbane , jedzenie dobre , ale ...",Nie warto...,1/5/19,COUPLES,daria sz,"Gniezno, Poland",Gniezno,Poland,-1
2,670920077,2/5/19,MOBILE,1,"unfortunately park nowhere near good disneyland - whether hong kong california . ride weak , short , queue enormous unless paid extra $ 100 sd express queue . staff around . food overpriced , little shade 32 deg c heat . live show poor cousin disney one . price considerably .",Overrated and poor - a real disappointment,1/5/19,FAMILY,Richard C,"Waitahanui, New Zealand",Waitahanui,New Zealand,-1
1,670894309,2/5/19,OTHER,5,"anyone visiting singapore shouldnt miss universal studio . approx 21 ride , loved madagascar ride , lost world others",Best of the Best,1/4/19,FAMILY,ndusha,"Bangalore District, India",Bangalore District,India,1
1,670834488,1/5/19,MOBILE,4,spend day & also 120 sgd/per express land ! fun & exciting ! definitely great place kid & adult age ! hello kitty & minion sale ! ! ! great time & great day !,Fullday visit still not enough,1/5/19,FAMILY,Tiffany Thuy,"Ho Chi Minh City, Vietnam",Ho Chi Minh City,Vietnam,1
1,670818712,1/5/19,OTHER,4,"park similar u one , liked mummy ride jurassic park ride route set different , something new . loved cylon roller coaster - highly recommended thrill seeker . thing look weather rain quite often . morning got , raining heavily still went . indoor ride still work rain outdoor ride work weather get better . make sure go le rainy day . luckily , rain subsided afternoon could go ride end .",Great park but check the weather!,1/4/19,COUPLES,Krazz,"Melbourne, Australia",Melbourne,Australia,1
2,670780585,1/5/19,OTHER,3,"visited universal u , n't expect singapore version . good day fall short u location . course much smaller ride seemed 'tamer ' u version . mature staff polite helpful younger ( entitled ) generation seem opinion park provide job , provide great customer service . take note universal , younger staff need lot lesson customer service . park sentosa island getting relatively simple using cable car , light rail , bus , car taxi . smaller fewer attraction ride still need better part day get round everything . singapore popular tourist destination worth extra charge `` fast pas '' universal express called . usual gift shop many food beverage option chose within park . brilliant fun day .",Good effort but falls short,1/4/19,COUPLES,LJB610,"San Diego, California",San Diego,California,1
2,670729576,1/5/19,MOBILE,4,"visited u singapore several time always good experience , however kid growing quantity attraction middle age kid many , certainly nice hour entire day american park .",It’s never too late,1/4/19,FAMILY,Edoardo Peniche,"Dublin, Ireland",Dublin,Ireland,1
1,670666336,1/5/19,MOBILE,5,best attraction singapore .. open 9am make sure gate 9am finish one day .. ’ miss transformer mummy ride . one water world live show 2pm 4pm ’ miss,Start early in morning can finish it in a day,1/5/19,COUPLES,Rajesh Kumar P,"Singapore, Singapore",Singapore,Singapore,1
2,670632259,1/5/19,OTHER,5,"although big u los angeles , singapore version pack enough fun whole family day . went week day expecting le crowd , surprised amount people decided purchase express ticket ( best decision ) . saved u hour queuing time allowed u visit attraction . highlight park human v cylon . cylon thrilling ride along son , fun ride . make sure wait extra turn take front row seat provides maximum thrill especially accelerates fast dive . ride involves sudden acceleration , fast dive 5 time ride go upside . make sure stomach empty ride human hand bit subdued 360 degree rotation . much doable afraid roller coaster ride . ride worth ( order preference ) - transformer ride - mummy - lost world rapid adventure ( soaked ) - shrek 3d - pus boot - light camera action show worth seeing ( must ) water world show next jurassic world . show timing 4:30pm . make sure arrive 4:10pm get best seat . overall fun filled day based crowd , worth buying express pas . food expensive inside louis pizza recommended . many place fill water bottle locker near mummy ride free 45 minute .",Full day fun,1/4/19,FAMILY,NandanRao,"Bengaluru, India",Bengaluru,India,1
